date,total,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,death,daily_vaccine_count,accumulated_vaccine_count
2022-11-18,49391,9733,2549,2182,2866,1387,1509,874,405,14062,1717,1643,2019,1657,1338,2603,2453,356,60,12641.99999195992,121087288.90610427
2022-11-19,50559,10119,2784,2258,2879,1360,1627,937,392,14332,1688,1638,2179,1684,1241,2448,2630,340,64,10944.111430915713,121098233.01753518
2022-11-20,45994,8800,2623,1770,2790,1475,1441,1077,432,12382,1350,1604,1955,1698,1276,2439,2486,354,41,9034.11308789389,121107267.13062307
2022-11-21,23072,3821,1035,1311,1421,549,870,349,256,7064,909,684,958,583,566,1267,1130,245,35,11606.245346589281,121118873.37596966
2022-11-22,72852,15610,4590,3523,4517,1516,2396,1234,580,20722,2017,2072,2931,2118,1885,2743,4028,329,43,11153.375148424406,121130026.7511181
2022-11-23,70295,13493,4023,2990,3908,2177,2098,1420,541,19794,2313,2457,3072,2247,1871,3600,3815,444,53,11146.511401541899,121141173.26251964
2022-11-24,59063,11447,3250,2720,3557,1684,1878,1117,424,16468,1830,1902,2478,1895,1680,2990,3350,363,59,11119.649300240382,121152292.91181989
2022-11-25,53681,10677,3172,2302,3099,1661,1765,903,444,14782,1744,1632,2209,1709,1476,2821,2913,351,53,12283.859651880532,121164576.77147177
2022-11-26,52773,10157,2992,2494,3133,1604,1617,986,375,14712,1635,1767,2341,1676,1472,2626,2848,314,51,10814.95973992983,121175391.73121169
2022-11-27,47006,9152,2417,2367,2615,1454,1509,958,385,12981,1278,1504,1919,1742,1338,2462,2572,301,39,9046.963571219885,121184438.69478291
2022-11-28,22311,3791,971,724,1412,758,820,342,225,6683,890,725,941,663,656,1196,1259,219,44,11508.086462575342,121195946.78124548
2022-11-29,71460,15500,4764,3499,4168,1766,2217,1259,515,19826,1956,1962,2869,2084,2099,2671,3930,335,41,11013.202503453887,121206959.98374894
2022-11-30,67390,12284,3798,3025,3935,2219,2046,1290,517,18841,2187,2247,2841,2275,1866,3682,3808,491,51,10923.32762343162,121217883.31137237
2022-12-01,57055,11027,3148,2562,3374,1842,1802,1125,458,15928,1723,1817,2390,1858,1560,2856,3184,377,62,10803.443257083252,121228686.75462945
2022-12-02,52970,10482,2927,2405,3085,1617,1693,982,363,15025,1584,1683,2077,1671,1657,2592,2740,355,52,11513.629072147167,121240200.3837016
2022-12-03,52847,10361,2754,2372,3105,1776,1667,918,473,14807,1577,1727,2266,1748,1614,2574,2727,348,48,10606.732411828589,121250807.11611342
2022-12-04,46544,8523,2453,2327,2705,1703,1466,883,465,12847,1142,1614,1916,1824,1442,2373,2455,359,60,9049.736462872894,121259856.8525763
2022-12-05,23150,3920,992,692,1406,818,774,419,249,7376,736,746,1014,657,746,1133,1175,233,39,11002.839801646349,121270859.69237794
2022-12-06,77582,16368,4853,3759,4513,2020,2588,1330,639,22128,2021,2056,3166,2314,2469,2740,4214,363,22,10430.93369908353,121281290.62607703
2022-12-07,74692,13742,3962,3312,4355,2551,2239,1446,648,21322,2183,2538,3117,2516,2249,3653,4164,672,54,10416.035541757992,121291706.66161878
2022-12-08,65231,11973,3928,3078,3840,2264,1948,1235,576,18278,1855,2175,2825,2049,2037,2970,3592,579,61,10483.13750963393,121302189.79912841
2022-12-09,62710,11842,3782,2782,3604,2076,1848,1272,522,17634,1747,1898,2854,2048,2000,2798,3407,573,67,11078.304738401373,121313268.10386682
2022-12-10,62719,11682,3834,2795,3924,2043,1789,1238,548,17522,1787,2069,2726,1931,1963,2602,3757,477,54,10059.371515388473,121323327.47538221
2022-12-11,54293,9595,3296,2281,3391,1893,1588,1215,511,14750,1338,1937,2252,2052,1680,2706,3255,515,40,9024.37450084062,121332351.84988305
2022-12-12,25653,3907,1113,778,1542,953,768,518,206,8011,980,809,1154,720,984,1289,1475,396,30,10456.470247153897,121342808.3201302
2022-12-13,86819,17688,6234,3949,5505,2339,2629,1781,770,24088,2210,2311,3578,2377,2761,2878,5304,385,29,10195.55900408392,121353003.87913428
2022-12-14,84546,15170,5421,3700,5062,2869,2351,1925,628,23186,2534,2734,3702,2811,2748,3732,5171,774,44,10196.645636542895,121363200.52477083
2022-12-15,70139,12826,4668,3087,4194,2325,2004,1521,587,19023,1975,2079,2953,2253,2321,3275,4400,637,58,10205.734457933107,121373406.25922877
2022-12-16,66930,12392,4304,2869,4112,2266,2002,1428,496,18477,1857,2004,2946,2111,2202,2679,4144,590,66,10837.880246224693,121384244.13947499
2022-12-17,66904,12395,4228,3078,4048,2105,1941,1403,598,18026,1811,2176,2820,2241,2314,2792,4303,600,54,9284.924065074982,121393529.06354006
2022-12-18,58833,10636,3843,2722,3532,2076,1614,1352,524,15800,1420,1803,2492,2187,1890,2700,3597,605,41,8964.924140061497,121402493.98768012
2022-12-19,26608,4190,1213,973,1549,846,801,565,223,8029,921,1042,1102,779,887,1370,1675,402,37,9400.965916785344,121411894.9535969
2022-12-20,87521,18209,6560,3622,5618,1974,2643,1718,796,24622,1924,2301,3420,2304,3165,2747,5467,402,56,9394.024435005356,121421288.9780319
2022-12-21,88143,15555,5497,3616,5294,2825,2365,2057,730,23731,2487,3041,3799,3163,3087,3901,6016,945,56,9400.074818042216,121430689.05284995
2022-12-22,75716,13935,5136,3196,4211,2372,2179,1750,637,20919,1947,2294,3141,2555,2677,3299,4724,714,61,9367.111630238665,121440056.1644802
2022-12-23,68141,12405,4731,2657,4317,1989,1984,1547,557,18793,1714,1936,2648,2283,2388,2832,4554,760,62,9521.177042577558,121449577.34152277
2022-12-24,66182,12075,4741,2832,3764,1901,1821,1667,582,18568,1710,2021,2591,1896,1997,2933,4460,591,69,9190.212865070973,121458767.55438784
2022-12-25,58402,10494,3986,2485,3637,1708,1704,1477,525,16431,1262,1826,2332,1856,1767,2576,3737,560,45,8965.213047517527,121467732.76743536
2022-12-26,25523,3579,1213,844,1551,730,765,616,205,7737,878,781,1002,892,942,1358,1985,401,42,9415.260250856685,121477148.02768621
2022-12-27,87573,18717,6825,3464,5698,1735,2562,1762,733,24356,1937,2163,3497,2186,3049,2731,5571,545,48,9421.30688216227,121486569.33456837
2022-12-28,87480,15772,6141,3521,5097,2499,2346,2261,685,24113,2280,2756,3629,2525,2773,3882,6183,994,69,9468.360408747732,121496037.69497712
2022-12-29,71392,13388,4833,2648,4363,1867,1993,1798,604,19647,1871,2372,2892,2086,2353,3207,4664,749,75,9447.41792276462,121505485.11289988
2022-12-30,65194,11665,4804,2703,4154,1651,1810,1497,463,17938,1673,2007,2771,1964,2174,2864,4415,606,68,9624.517840109842,121515109.63074
2022-12-31,63086,11592,4502,2614,3976,1615,1745,1603,465,16793,1630,1864,2690,1799,2117,3006,4344,691,61,9175.5461010248,121524285.17684102
2023-01-01,57492,9980,4062,2477,3629,1564,1654,1431,541,15633,1398,1572,2426,1900,1843,2785,3926,588,63,8962.546115260691,121533247.72295628
2023-01-02,22720,3302,1175,593,1343,698,737,597,205,6660,705,886,968,691,886,1216,1548,480,53,9395.585326328974,121542643.30828261
2023-01-03,81027,16955,6626,3062,5190,1477,2363,1615,645,22376,1719,2097,3312,2200,2778,2816,5152,603,29,9401.641519835428,121552044.94980244
2023-01-04,78540,13907,5366,3150,4804,2282,2180,2182,623,20971,2103,2396,3347,2592,2498,3715,5370,1033,53,9333.683346827032,121561378.63314927
2023-01-05,64075,11502,4482,2713,4078,1611,1726,1629,469,17053,1639,1928,2746,2065,2251,2930,4406,814,64,9416.728305089193,121570795.36145435
2023-01-06,56920,10403,3952,2146,3534,1412,1653,1447,428,15399,1496,1649,2601,1876,1963,2617,3679,640,73,9618.799448371095,121580414.16090272
2023-01-07,53770,9914,3653,2008,3381,1424,1519,1423,402,14468,1356,1531,2336,1749,1903,2401,3546,730,60,9265.842146919136,121589680.00304964
2023-01-08,46737,7814,3036,2013,3071,1373,1272,1342,441,12292,1226,1442,2096,1824,1595,2285,3058,529,33,8969.842351501318,121598649.84540114
2023-01-09,19081,2841,928,563,1182,581,625,387,157,5853,608,598,875,579,732,914,1275,359,35,9452.888784154336,121608102.7341853
2023-01-10,60019,12133,4697,2398,3572,1120,1777,1327,516,16101,1389,1459,2717,1851,2145,2283,4030,488,44,9436.94788802937,121617539.68207332
2023-01-11,54315,9527,3613,2376,3417,1587,1494,1414,383,14384,1609,1612,2241,1786,1827,2561,3798,668,75,9501.01857601869,121627040.70064935
2023-01-12,43919,7940,2854,1892,2698,1139,1271,1136,322,11600,1207,1435,1913,1509,1465,2006,2973,540,70,9503.066483175995,121636543.76713252
2023-01-13,39700,7192,2869,1722,2530,993,1138,936,305,10295,1140,1133,1685,1353,1385,1832,2666,504,49,9610.16249599328,121646153.92962852
2023-01-14,36676,6640,2413,1539,2161,969,1038,936,288,9617,977,1012,1556,1228,1368,1691,2695,524,45,9239.212562504405,121655393.14219102
2023-01-15,32549,5745,2150,1521,2005,871,913,913,230,8231,834,1025,1380,1210,1100,1720,2240,450,36,8965.212664381803,121664358.3548554
2023-01-16,14127,2135,772,592,849,418,430,286,153,3989,508,477,599,500,492,696,952,264,34,9497.25644769613,121673855.6113031
2023-01-17,40169,8542,2949,1675,2512,844,1173,916,330,10562,913,1031,1616,1166,1448,1610,2564,296,30,9403.32687809389,121683258.9381812
2023-01-18,36883,6632,2414,1740,2265,1016,1019,916,256,9831,1009,1316,1446,1311,1083,1758,2382,475,42,9482.387909681473,121692741.32609089
2023-01-19,29800,5495,1884,1355,1730,803,886,665,237,7937,827,933,1237,1097,967,1390,1946,396,47,9436.444528703123,121702177.77061959
2023-01-20,27375,5004,1823,1267,1633,699,762,642,204,7100,729,894,1180,967,1085,1314,1717,340,30,9620.525985589056,121711798.29660517
2023-01-21,27637,5158,1947,1306,1565,733,799,692,171,7141,683,902,1161,896,936,1368,1770,386,51,9002.534716673708,121720800.83132185
2023-01-22,16612,2313,886,1028,936,647,467,458,159,4142,451,570,797,677,634,1052,1044,341,24,8963.534761618255,121729764.36608347
2023-01-23,9210,1438,581,342,536,292,335,210,58,2350,303,319,276,378,391,514,664,209,26,8966.534921741637,121738730.90100521
2023-01-24,12247,2125,793,520,644,299,402,289,98,3273,321,363,547,487,451,573,898,156,10,9003.540643117256,121747734.44164832
2023-01-25,19521,3184,1379,1089,1209,460,618,494,204,5185,439,559,891,633,669,946,1291,263,25,9459.593707811688,121757194.03535613
2023-01-26,35071,6810,2697,1415,2221,896,1019,820,286,9310,779,951,1447,1075,1170,1503,2378,291,25,9449.645036929473,121766643.68039307
2023-01-27,31695,5081,2233,1599,1734,1082,891,834,245,7828,821,1050,1344,1241,1140,1865,2189,511,36,9614.722608613421,121776258.40300168
2023-01-28,23590,4061,1639,1181,1144,761,614,693,186,5836,634,711,988,862,892,1347,1633,401,29,9277.763839745414,121785536.16684143
2023-01-29,18861,2921,1224,1132,1145,669,500,565,156,4444,439,674,731,816,707,1146,1286,297,29,8972.76602573023,121794508.93286717
2023-01-30,7411,919,409,322,537,258,201,195,62,1928,243,277,293,276,237,469,561,218,30,9424.812482875117,121803933.74535005
2023-01-31,19611,3694,1609,927,1127,517,549,531,163,4730,490,609,843,733,667,875,1354,186,24,9416.871931328677,121813350.61728138
2023-02-01,20412,3275,1519,1079,1126,626,571,531,136,4732,610,755,754,801,771,1231,1502,386,41,9300.912639613098,121822651.529921
2023-02-02,16849,2879,1201,916,934,501,444,443,107,4090,431,606,708,630,543,936,1217,251,36,9283.947505446684,121831935.47742644
2023-02-03,14951,2548,1145,856,739,439,412,397,111,3566,419,485,515,575,557,828,1106,249,30,9450.007291173646,121841385.48471761
2023-02-04,14612,2433,1050,791,748,405,372,418,78,3488,428,524,611,522,564,813,1156,206,22,9172.036104534092,121850557.52082214
2023-02-05,14004,2296,996,862,819,468,353,408,118,3119,333,393,558,540,598,881,995,255,22,8975.037361808589,121859532.55818395
2023-02-06,5847,814,336,294,300,214,151,111,42,1544,222,290,243,161,228,325,410,154,16,9314.066344621924,121868846.62452857
2023-02-07,16109,3042,1396,851,785,453,431,459,110,3851,427,440,645,557,546,786,1169,148,10,9285.100345942006,121878131.72487451
2023-02-08,17920,2897,1344,989,965,569,480,473,116,4249,551,664,741,582,709,959,1274,352,22,9308.13460665341,121887439.85948117
2023-02-09,14658,2457,1128,820,784,464,332,436,113,3461,411,517,544,519,482,816,1102,267,34,9296.173308530415,121896736.0327897
2023-02-10,13497,2366,1079,771,700,439,340,360,90,3127,337,408,557,478,495,721,1005,209,17,9418.231592886981,121906154.2643826
2023-02-11,12799,2289,948,745,674,458,317,320,105,2840,362,416,482,442,457,726,984,226,16,9185.265793135111,121915339.53017573
2023-02-12,12038,2125,861,595,637,444,253,333,88,2673,326,411,500,456,445,718,941,223,23,8974.267809191786,121924313.79798493
2023-02-13,5166,741,303,388,241,199,128,136,34,1285,169,171,210,177,185,292,363,139,11,9234.296103906327,121933548.09408884
2023-02-14,14361,2698,1186,784,806,394,385,341,133,3450,289,415,520,491,491,699,1134,133,11,9275.36137846804,121942823.4554673
2023-02-15,14948,2568,978,843,739,493,351,388,127,3358,449,535,605,578,545,924,1176,281,24,9307.44112357831,121952130.89659087
2023-02-16,12511,2278,913,683,582,354,290,328,87,2934,287,394,539,494,466,763,928,183,22,9265.493196316293,121961396.3897872
2023-02-17,11430,2095,793,598,586,339,265,262,86,2762,269,335,424,444,431,682,835,216,27,9417.573238022296,121970813.96302521
2023-02-18,10714,1976,726,544,567,320,282,263,72,2632,264,320,409,388,405,646,733,159,12,9176.612177661504,121979990.57520287
2023-02-19,10268,1905,635,565,530,272,235,272,87,2487,236,299,442,439,426,627,654,150,12,8969.613511797494,121988960.18871467
2023-02-20,4316,701,201,226,181,136,143,69,47,1192,128,196,146,123,145,241,294,137,9,9249.646636578947,121998209.83535124
2023-02-21,11867,2500,868,565,562,279,316,238,95,3155,248,317,417,443,379,534,820,121,8,9387.786693713098,122007597.62204495
2023-02-22,13067,2346,801,602,592,407,265,289,97,3299,282,450,550,526,460,869,956,270,14,9402.962566360531,122017000.58461131
2023-02-23,10839,2115,599,509,614,333,241,210,90,2790,228,285,430,468,355,666,735,163,22,9389.08700497067,122026389.67161629
2023-02-24,10037,1956,667,557,486,302,262,207,83,2485,244,255,397,417,291,629,617,172,20,9534.28576391433,122035923.9573802
2023-02-25,10050,1920,613,502,474,262,280,236,79,2460,211,275,398,434,359,636,700,207,11,9201.33169909948,122045125.28907931
2023-02-26,9204,1764,538,355,464,310,258,175,73,2356,165,284,376,402,378,568,550,179,6,8973.333096116778,122054098.62217543
2023-02-27,4016,621,218,241,183,108,111,78,28,1063,133,139,157,148,163,227,277,115,15,9281.380519874481,122063380.0026953
2023-02-28,10807,2324,733,507,590,265,290,200,59,2839,227,319,405,364,398,539,614,126,16,9315.49019496865,122072695.49289027
2023-03-01,12286,2299,688,541,607,344,320,268,105,3199,282,393,511,446,427,755,836,257,11,9004.511151903991,122081700.00404218
2023-03-02,7547,1194,428,339,347,237,192,165,59,2053,175,261,372,287,300,501,465,165,15,9271.551494218651,122090971.5555364
2023-03-03,10403,2294,640,434,579,249,287,172,86,2714,217,298,389,391,373,494,621,159,11,9339.637643381806,122100311.19317979
2023-03-04,11241,2212,629,505,505,313,299,199,80,3085,286,363,434,425,362,605,696,235,6,9176.664925823998,122109487.85810561
2023-03-05,9807,2006,553,512,507,268,304,198,65,2606,181,247,384,382,296,482,630,179,5,8966.665032674864,122118454.52313828
2023-03-06,4293,734,173,142,223,94,122,49,52,1296,119,229,182,125,142,231,235,132,9,9174.689125316934,122127629.2122636
2023-03-07,12272,2741,702,499,626,296,360,191,113,3432,280,320,487,497,364,510,680,166,15,9199.72992042975,122136828.94218403
2023-03-08,12787,2443,683,564,634,353,361,215,108,3468,314,463,520,524,370,772,698,290,12,9260.799085611763,122146089.74126965
2023-03-09,10881,2128,576,468,642,318,316,178,99,2890,273,363,480,432,326,592,552,243,20,9210.839318839291,122155300.58058849
2023-03-10,10327,2168,531,409,500,340,318,156,89,2728,283,329,409,427,336,563,520,216,12,9352.90790953986,122164653.48849803
2023-03-11,9999,1976,465,417,499,284,303,162,109,2786,270,347,416,362,332,515,548,202,3,9167.933327981737,122173821.42182602
2023-03-12,9331,1824,438,359,527,282,354,151,105,2418,241,293,381,428,315,532,456,222,7,8971.935803361252,122182793.35762939
2023-03-13,4196,689,144,214,254,108,150,49,47,1284,132,138,145,136,130,240,196,132,12,9157.952833257012,122191951.31046264
2023-03-14,11397,2396,540,516,646,267,423,172,127,3307,297,359,456,444,315,535,473,118,6,9218.99290727982,122201170.30336992
2023-03-15,11892,2308,542,427,619,353,401,155,125,3351,388,469,434,450,340,638,584,294,10,9213.04404499844,122210383.34741493
2023-03-16,9928,1976,437,386,525,268,323,148,86,2776,293,324,398,448,315,569,420,230,17,9207.078299872046,122219590.42571479
2023-03-17,9061,1988,368,395,487,233,300,116,86,2490,226,326,355,347,278,480,423,158,7,9283.127721559265,122228873.55343635
2023-03-18,9246,1923,354,387,471,285,325,110,109,2633,251,303,308,379,284,480,416,222,4,9125.150779643083,122237998.704216
2023-03-19,8800,1869,330,429,502,246,269,94,99,2453,198,290,347,367,270,419,401,212,3,8970.152049093267,122246968.8562651
2023-03-20,3924,688,82,112,226,135,142,43,30,1203,122,193,145,198,100,236,128,133,9,9148.168122474463,122256117.02438757
2023-03-21,12009,2836,410,535,715,282,480,119,152,3478,240,325,478,482,302,511,515,140,7,9163.195868478497,122265280.22025605
2023-03-22,13071,2718,426,500,748,409,418,153,137,3842,374,501,479,526,308,725,533,269,9,9135.220332098437,122274415.44058815
2023-03-23,11395,2463,422,399,624,353,391,118,121,3316,269,392,480,482,316,517,529,199,14,9195.240596158501,122283610.6811843
2023-03-24,10275,2190,313,400,595,270,425,124,141,3041,259,342,388,458,269,479,376,197,10,9252.276663375393,122292862.95784768
2023-03-25,10446,2266,346,369,578,287,394,85,113,3118,257,417,401,435,276,506,387,206,6,9088.293868322613,122301951.251716
2023-03-26,9354,2205,277,366,587,228,322,86,110,2670,183,336,322,410,264,421,391,166,3,8968.29419588564,122310919.5459119
2023-03-27,4199,772,98,115,284,143,148,44,66,1320,127,236,140,135,94,193,154,125,3,9156.308506863677,122320075.85441875
2023-03-28,12122,3113,396,445,721,294,446,94,161,3589,238,320,462,512,323,434,463,107,8,9173.332436850944,122329249.1868556
2023-03-29,13127,2969,358,416,792,395,403,110,148,3802,346,526,545,611,389,589,498,223,14,9178.359190688014,122338427.54604629
2023-03-30,11028,2732,310,371,754,326,384,110,120,3081,245,386,476,515,293,439,345,139,10,9179.39417261393,122347606.9402189
2023-03-31,10358,2477,348,369,625,336,321,90,138,2965,262,359,435,429,324,411,336,124,10,9243.418835778379,122356850.35905467
2023-04-01,10515,2521,280,376,686,339,343,113,113,2974,213,386,440,456,359,427,359,125,5,9094.433732895994,122365944.79278757
2023-04-02,9686,2400,252,364,661,304,310,99,130,2738,198,296,396,443,291,363,274,156,4,8973.433900139584,122374918.2266877
2023-04-03,4348,842,107,144,254,156,132,36,44,1385,133,183,154,170,160,181,150,109,7,9136.447135084338,122384054.67382279
2023-04-04,13363,3584,432,411,822,403,469,122,174,3936,266,327,544,518,384,422,458,84,8,9161.466291285507,122393216.14011407
2023-04-05,14454,3351,410,496,946,558,476,159,146,4151,380,534,596,562,469,567,456,192,7,9159.49446678636,122402375.63458085
2023-04-06,12071,2879,326,373,776,427,379,91,125,3581,276,414,536,489,394,439,437,122,12,9152.514107466986,122411528.14868832
2023-04-07,10724,2664,310,337,748,342,349,75,120,3057,275,333,485,445,360,371,312,137,9,9220.541411211396,122420748.69009952
2023-04-08,10360,2584,265,319,699,335,278,91,111,3003,267,335,461,418,366,346,379,99,4,9124.55671125315,122429873.24681078
2023-04-09,9538,2285,256,322,690,319,274,81,99,2807,221,233,410,377,361,347,326,125,2,8971.558508220216,122438844.805319
2023-04-10,3995,826,107,90,225,144,87,43,33,1274,147,190,149,140,166,159,124,87,8,9166.583885773734,122448011.38920477
2023-04-11,12436,3485,378,377,836,321,333,79,134,3715,317,352,467,418,397,361,385,72,9,9157.608473862305,122457168.99767864
2023-04-12,13917,3495,420,403,962,455,367,103,132,4128,414,388,596,491,476,483,436,168,14,9157.637690202027,122466326.63536884
2023-04-13,11589,2815,358,340,789,338,350,111,96,3399,296,362,565,389,468,399,395,113,5,9156.669658946925,122475483.30502778
2023-04-14,11661,3009,362,328,751,371,370,81,101,3480,288,330,511,438,378,366,377,115,5,9256.717100933225,122484740.02212872
2023-04-15,11674,2918,326,354,743,429,334,82,116,3543,280,359,476,367,431,369,394,147,2,9100.742787060817,122493840.76491578
2023-04-16,10182,2601,305,288,742,288,301,87,109,2975,195,304,448,369,379,327,343,110,4,8968.74361328356,122502809.50852907
2023-04-17,4936,1055,125,99,312,196,139,42,53,1739,185,155,214,130,148,147,120,67,4,9121.762297631483,122511931.2708267
2023-04-18,15163,4366,415,435,1071,387,471,124,159,4614,369,373,550,444,464,337,467,113,10,9186.821868503572,122521118.0926952
2023-04-19,16495,4246,437,513,1083,562,489,138,148,4867,417,507,743,537,516,511,564,203,6,9244.920864933167,122530363.01356015
2023-04-20,14084,3680,405,399,885,433,443,118,119,4162,420,415,588,431,453,470,485,169,9,9202.983482013995,122539565.99704216
2023-04-21,13588,3478,384,442,838,426,421,115,122,3886,470,405,562,460,454,445,500,168,7,9271.114640962955,122548837.11168313
2023-04-22,13789,3530,399,495,801,428,451,107,118,4041,426,434,520,425,464,449,523,168,5,9089.142505458281,122557926.25418858
2023-04-23,11821,2958,368,334,820,354,350,98,112,3387,289,324,526,412,459,404,470,142,5,8974.144606245341,122566900.39879483
2023-04-24,5020,1019,125,168,290,192,141,47,35,1595,203,200,233,119,175,198,167,103,8,9119.16448864647,122576019.56328347
2023-04-25,14809,4145,486,429,1036,407,485,117,140,4385,325,355,566,391,468,391,572,100,6,9140.224738752857,122585159.78802222
2023-04-26,16378,4217,535,429,1050,551,445,111,121,4801,443,541,632,462,596,592,626,222,15,9122.266587438515,122594282.05460966
2023-04-27,14272,3721,486,396,967,410,372,132,96,4166,399,436,527,418,530,479,572,153,11,9159.307751498023,122603441.36236115
2023-04-28,13778,3590,510,379,924,407,405,153,102,3905,361,385,559,393,518,452,560,166,10,9248.36146041264,122612689.72382157
2023-04-29,14807,3661,598,453,1041,481,416,163,95,4281,321,429,543,471,531,434,700,179,3,9064.376144953594,122621754.09996653
2023-04-30,13610,3341,523,395,983,396,435,159,96,3753,262,401,522,538,607,444,568,177,5,8970.376197675256,122630724.4761642
2023-05-01,5771,1111,184,122,360,270,155,47,46,1952,197,265,217,142,223,156,172,136,8,9087.389740489232,122639811.86590469
2023-05-02,15729,3963,712,480,1020,382,490,199,124,4787,349,392,636,482,539,388,665,106,10,9111.430965034235,122648923.29686972
2023-05-03,20190,5132,759,464,1278,574,666,180,152,6023,457,600,818,589,740,597,875,270,8,9120.463825839584,122658043.76069556
2023-05-04,20139,4925,775,586,1221,611,619,222,134,5889,549,590,783,659,746,667,901,257,7,9124.501659516578,122667168.26235507
2023-05-05,18738,4645,777,517,1276,497,582,190,177,5458,487,528,851,576,639,614,710,198,6,8980.513440714625,122676148.77579579
2023-05-06,11787,2381,471,370,790,342,298,176,69,3491,370,422,515,425,442,466,533,214,2,9025.522959696513,122685174.29875548
2023-05-07,14734,3761,681,475,891,423,471,165,101,4284,299,306,616,536,538,397,629,146,6,8968.522983946392,122694142.82173944
2023-05-08,8154,1641,268,246,534,339,227,93,56,2355,317,371,310,221,286,281,394,198,7,9074.53457718859,122703217.35631663
2023-05-09,21674,5744,1055,591,1434,491,676,293,165,6171,529,515,845,684,685,565,1061,156,14,9095.566209264773,122712312.9225259
2023-05-10,23513,5620,1022,675,1393,756,703,303,158,6722,729,717,837,795,817,818,1112,322,21,9076.603974718799,122721389.52650061
2023-05-11,20567,4855,862,673,1279,602,591,326,175,5679,598,604,832,722,785,667,1077,222,11,9066.624632222463,122730456.15113284
2023-05-12,19983,5128,930,638,1185,560,607,242,152,5636,536,544,705,633,650,604,944,280,8,9103.668038123107,122739559.81917097
2023-05-13,19341,4573,958,639,1241,551,569,277,139,5410,575,596,718,578,660,596,952,292,6,9029.682185937138,122748589.5013569
2023-05-14,17382,4181,785,619,962,549,537,262,129,4815,396,564,631,580,612,630,848,271,6,8968.682275826233,122757558.18363273
2023-05-15,7173,1427,271,231,332,215,182,115,65,2216,291,306,286,209,224,250,328,193,6,9042.693593403153,122766600.87722613
2023-05-16,23670,6195,1265,786,1459,569,773,361,204,6806,550,560,815,687,692,657,1102,169,13,9045.72430648963,122775646.60153262
2023-05-17,26127,6043,1299,967,1394,842,719,421,153,7327,735,827,968,861,846,1040,1272,398,11,9056.752904756228,122784703.35443738
2023-05-18,21783,5061,1127,816,1172,618,635,376,141,5919,617,704,864,723,680,829,1127,360,18,9037.761367071582,122793741.11580445
2023-05-19,19576,4632,977,700,1146,511,637,329,135,5370,550,624,780,602,618,732,923,284,13,9054.78453985336,122802795.9003443
2023-05-20,18098,4370,953,691,992,488,488,259,143,5028,543,568,686,557,553,598,866,304,5,9033.80121898618,122811829.70156328
2023-05-21,16802,4194,828,516,1034,486,517,252,125,4591,355,555,637,548,582,576,692,294,5,8967.801233222071,122820797.5027965
2023-05-22,6794,1269,316,328,328,206,237,96,49,2011,249,257,281,176,222,277,290,184,12,9032.80740667827,122829830.31020318
2023-05-23,21376,5361,1324,870,1200,491,639,424,158,5712,542,530,789,613,703,649,1165,187,15,9025.825682544317,122838856.13588573
2023-05-24,22950,5309,1352,886,1154,675,652,480,153,6117,676,736,830,685,800,893,1150,389,17,9025.840550056797,122847881.97643578
2023-05-25,19070,4432,1140,816,1000,514,565,401,131,5001,513,579,764,571,630,737,950,313,17,9037.855078102833,122856919.83151388
2023-05-26,17925,4213,1196,731,1014,487,469,360,126,4648,532,574,606,508,541,692,909,306,15,9068.868518628014,122865988.7000325
2023-05-27,17792,4078,1235,779,941,461,460,369,100,4474,494,609,669,555,499,668,1066,311,3,8975.872745445942,122874964.57277794
2023-05-28,11724,2373,580,641,740,416,338,225,38,3010,296,434,405,336,399,543,650,289,2,8966.872745445942,122883931.44552338
2023-05-29,6863,1393,363,251,362,198,227,123,86,1886,239,220,222,210,222,262,390,193,3,8984.874387434038,122892916.31991081
2023-05-30,13517,3321,1040,409,815,296,409,282,120,3565,267,306,439,399,356,413,859,207,7,9164.901243699236,122902081.22115451
2023-05-31,24405,5984,1667,996,1240,583,701,498,227,6583,619,690,752,654,557,923,1424,282,17,9039.91671002359,122911121.13786453
2023-06-01,24598,5568,1661,954,1389,635,635,502,190,6544,660,749,814,762,685,994,1444,403,18,9045.924960344395,122920167.06282488
2023-06-02,19718,4710,1452,991,1039,553,629,385,164,4706,501,530,593,609,562,850,1086,346,11,9055.93451485487,122929222.99733973
2023-06-03,18736,4149,1343,990,947,565,490,426,162,4776,459,519,591,528,546,796,1116,323,9,9017.944363760324,122938240.94170348
2023-06-04,16171,3748,1219,658,878,497,438,386,127,4047,334,422,506,516,455,573,993,365,1,8967.94541849026,122947208.88712198
2023-06-05,6945,1175,388,302,334,267,169,148,54,1930,220,259,220,169,228,367,468,237,2,9034.956930864177,122956243.84405284
2023-06-06,19506,4734,1923,835,1023,499,578,423,144,4693,386,374,529,480,591,626,1426,231,4,8974.959480004865,122965218.80353284
2023-06-07,15154,2785,924,810,791,548,394,369,78,3876,443,437,481,417,475,753,1068,494,4,9062.98219754527,122974281.78573038
2023-06-08,20448,4865,1789,853,1080,563,591,493,179,4979,450,454,659,573,524,744,1382,260,20,9053.000545726998,122983334.7862761
2023-06-09,21211,4671,1754,912,1009,707,510,512,172,5181,532,549,676,584,647,944,1384,454,20,9038.02367762848,122992372.80995373
